iter	MAE_SumError	MAE_SumWeight
0	3458.526047	5316
1	3090.164116	5316
2	2828.949149	5316
3	2617.491317	5316
4	2447.620961	5316
5	2303.334382	5316
6	2196.905058	5316
7	2106.828486	5316
8	2049.47419	5316
9	1986.749589	5316
10	1935.740855	5316
11	1890.949867	5316
12	1852.831419	5316
13	1826.207853	5316
14	1796.951898	5316
15	1777.453083	5316
16	1761.072702	5316
17	1745.874104	5316
18	1736.851087	5316
19	1725.117472	5316
20	1710.92819	5316
21	1698.663671	5316
22	1689.177879	5316
23	1680.438514	5316
24	1671.37594	5316
25	1665.990986	5316
26	1652.723321	5316
27	1641.873809	5316
28	1634.244274	5316
29	1626.0995	5316
30	1621.441114	5316
31	1617.668092	5316
32	1612.208095	5316
33	1609.663491	5316
34	1606.438405	5316
35	1598.406446	5316
36	1590.827997	5316
37	1583.964711	5316
38	1580.663308	5316
39	1575.250117	5316
40	1568.597691	5316
41	1563.95581	5316
42	1560.283046	5316
43	1556.957191	5316
44	1554.327775	5316
45	1553.031984	5316
46	1552.136077	5316
47	1548.141955	5316
48	1543.400921	5316
49	1537.926008	5316
50	1534.012281	5316
51	1529.152194	5316
52	1526.912439	5316
53	1523.062895	5316
54	1519.414642	5316
55	1514.865858	5316
56	1511.538146	5316
57	1508.508083	5316
58	1504.083811	5316
59	1503.030886	5316
60	1500.137348	5316
61	1497.558497	5316
62	1492.853542	5316
63	1491.147455	5316
64	1488.487522	5316
65	1485.108797	5316
66	1482.323202	5316
67	1479.461269	5316
68	1476.823751	5316
69	1472.534366	5316
70	1468.500777	5316
71	1464.122742	5316
72	1462.171644	5316
73	1459.178517	5316
74	1453.555609	5316
75	1452.95224	5316
76	1450.151543	5316
77	1447.635808	5316
78	1445.002693	5316
79	1443.141414	5316
80	1440.374239	5316
81	1436.700803	5316
82	1435.382979	5316
83	1432.537948	5316
84	1427.291796	5316
85	1423.618697	5316
86	1421.624903	5316
87	1420.654496	5316
88	1419.620055	5316
89	1418.157423	5316
90	1415.404237	5316
91	1413.28528	5316
92	1411.273199	5316
93	1409.016343	5316
94	1404.657795	5316
95	1401.42122	5316
96	1397.173001	5316
97	1394.879856	5316
98	1392.080318	5316
99	1390.666009	5316
100	1387.498286	5316
101	1385.770303	5316
102	1381.977075	5316
103	1378.838009	5316
104	1375.995375	5316
105	1374.148614	5316
106	1373.342179	5316
107	1372.287655	5316
108	1369.144878	5316
109	1366.589943	5316
110	1364.614807	5316
111	1363.590877	5316
112	1362.298863	5316
113	1359.859265	5316
114	1359.201326	5316
115	1356.125551	5316
116	1354.696118	5316
117	1351.81817	5316
118	1350.479184	5316
119	1350.419082	5316
120	1349.384684	5316
121	1348.924194	5316
122	1347.787698	5316
123	1344.631563	5316
124	1341.82745	5316
125	1340.618177	5316
126	1339.495303	5316
127	1339.472808	5316
128	1338.157343	5316
129	1336.716995	5316
130	1335.891134	5316
131	1335.006819	5316
132	1333.613914	5316
133	1332.341584	5316
134	1330.41942	5316
135	1328.823329	5316
136	1328.554971	5316
137	1327.069179	5316
138	1326.202811	5316
139	1325.0542	5316
140	1323.762206	5316
141	1322.376379	5316
142	1320.884238	5316
143	1319.862199	5316
144	1318.7463	5316
145	1317.173919	5316
146	1317.00181	5316
147	1316.67227	5316
148	1315.184937	5316
149	1313.604578	5316
150	1312.594538	5316
151	1311.792717	5316
152	1310.340448	5316
153	1309.726498	5316
154	1308.74821	5316
155	1307.220348	5316
156	1305.441628	5316
157	1304.793082	5316
158	1303.582976	5316
159	1303.254064	5316
160	1302.383066	5316
161	1299.854315	5316
162	1298.199656	5316
163	1298.013093	5316
164	1297.854834	5316
165	1296.332809	5316
166	1295.342282	5316
167	1294.641431	5316
168	1292.597974	5316
169	1291.083991	5316
170	1290.567106	5316
171	1289.646745	5316
172	1288.72933	5316
173	1287.983277	5316
174	1286.198955	5316
175	1285.377074	5316
176	1284.450451	5316
177	1283.751908	5316
178	1282.586839	5316
179	1281.311194	5316
180	1280.490106	5316
181	1279.179099	5316
182	1277.62166	5316
183	1277.150017	5316
184	1276.423428	5316
185	1275.26284	5316
186	1274.801849	5316
187	1274.264569	5316
188	1273.545827	5316
189	1273.126992	5316
190	1272.678704	5316
191	1271.427752	5316
192	1270.564282	5316
193	1270.021889	5316
194	1269.095799	5316
195	1268.667516	5316
196	1267.925396	5316
197	1266.767008	5316
198	1266.17101	5316
199	1265.339118	5316
200	1264.38197	5316
201	1264.38081	5316
202	1263.279516	5316
203	1261.556729	5316
204	1261.324988	5316
205	1260.88416	5316
206	1260.312537	5316
207	1260.061028	5316
208	1259.290596	5316
209	1259.876485	5316
210	1259.456723	5316
211	1258.076909	5316
212	1257.702618	5316
213	1256.325367	5316
214	1255.47552	5316
215	1254.725738	5316
216	1253.885736	5316
217	1254.188203	5316
218	1253.176133	5316
219	1250.915496	5316
220	1249.644324	5316
221	1249.219391	5316
222	1248.90346	5316
223	1248.233765	5316
224	1246.983889	5316
225	1246.550579	5316
226	1245.318408	5316
227	1244.95359	5316
228	1244.603815	5316
229	1243.836448	5316
230	1243.294157	5316
231	1242.379115	5316
232	1241.722817	5316
233	1241.85333	5316
234	1241.821164	5316
235	1240.631341	5316
236	1240.276368	5316
237	1238.905313	5316
238	1238.211024	5316
239	1237.104866	5316
240	1236.274838	5316
241	1236.279953	5316
242	1235.735258	5316
243	1235.631533	5316
244	1234.907691	5316
245	1234.45335	5316
246	1233.158508	5316
247	1232.069372	5316
248	1231.933031	5316
249	1231.386667	5316
250	1230.416354	5316
251	1230.130578	5316
252	1229.377056	5316
253	1228.307541	5316
254	1227.946846	5316
255	1227.266353	5316
256	1226.816241	5316
257	1226.557098	5316
258	1226.549098	5316
259	1226.63386	5316
260	1226.087961	5316
261	1225.468427	5316
262	1225.132083	5316
263	1224.715983	5316
264	1224.228271	5316
265	1223.821577	5316
266	1223.071966	5316
267	1223.339097	5316
268	1222.210834	5316
269	1221.537201	5316
270	1221.058403	5316
271	1221.093379	5316
272	1220.443646	5316
273	1220.241114	5316
274	1220.002012	5316
275	1219.665468	5316
276	1219.220338	5316
277	1218.376743	5316
278	1217.429161	5316
279	1216.575509	5316
280	1215.936818	5316
281	1215.484964	5316
282	1214.938074	5316
283	1214.367064	5316
284	1214.040703	5316
285	1213.932457	5316
286	1213.216999	5316
287	1212.570104	5316
288	1210.701099	5316
289	1210.609426	5316
290	1209.990834	5316
291	1208.699914	5316
292	1208.021936	5316
293	1207.981584	5316
294	1207.22864	5316
295	1206.075875	5316
296	1205.506023	5316
297	1204.672318	5316
298	1204.226303	5316
299	1203.961679	5316
300	1203.139602	5316
301	1201.666084	5316
302	1201.038146	5316
303	1200.505348	5316
304	1200.06106	5316
305	1199.467184	5316
306	1198.633089	5316
307	1197.446698	5316
308	1196.827021	5316
309	1196.379687	5316
310	1195.652973	5316
311	1195.431863	5316
312	1194.483919	5316
313	1194.026187	5316
314	1193.789851	5316
315	1193.728329	5316
316	1193.387367	5316
317	1192.49762	5316
318	1191.856476	5316
319	1190.763772	5316
320	1190.553008	5316
321	1190.526476	5316
322	1189.220271	5316
323	1188.855241	5316
324	1187.839617	5316
325	1187.227458	5316
326	1186.626776	5316
327	1186.644104	5316
328	1186.725564	5316
329	1186.579392	5316
330	1185.148602	5316
331	1184.724729	5316
332	1184.251198	5316
333	1183.291149	5316
334	1182.969385	5316
335	1183.176647	5316
336	1182.372315	5316
337	1181.847751	5316
338	1181.503707	5316
339	1181.331046	5316
340	1180.786179	5316
341	1180.544738	5316
342	1180.066873	5316
343	1179.337264	5316
344	1179.287467	5316
345	1179.010485	5316
346	1178.768982	5316
347	1178.774231	5316
348	1178.544725	5316
349	1178.59321	5316
350	1178.700097	5316
351	1178.006883	5316
352	1177.566368	5316
353	1176.836527	5316
354	1176.584943	5316
355	1176.418601	5316
356	1175.830936	5316
357	1175.261976	5316
358	1175.066475	5316
359	1175.021576	5316
360	1174.44347	5316
361	1173.942109	5316
362	1173.891242	5316
363	1173.282564	5316
364	1172.682972	5316
365	1171.879469	5316
366	1171.845664	5316
367	1170.975654	5316
368	1170.748798	5316
369	1170.782873	5316
370	1170.532031	5316
371	1170.379966	5316
372	1169.860296	5316
373	1169.744392	5316
374	1169.712026	5316
375	1169.441852	5316
376	1168.740922	5316
377	1168.390804	5316
378	1168.760515	5316
379	1168.360061	5316
380	1167.964915	5316
381	1167.463232	5316
382	1166.749063	5316
383	1165.484899	5316
384	1164.925217	5316
385	1164.628142	5316
386	1164.284897	5316
387	1163.524368	5316
388	1163.282965	5316
389	1162.695177	5316
390	1162.485233	5316
391	1161.76814	5316
392	1160.847372	5316
393	1160.559044	5316
394	1160.25743	5316
395	1160.113255	5316
396	1159.307348	5316
397	1159.416804	5316
398	1159.15746	5316
399	1159.129957	5316
400	1158.579954	5316
401	1157.955096	5316
402	1157.815688	5316
403	1157.417208	5316
404	1157.320868	5316
405	1156.960524	5316
406	1156.546085	5316
407	1155.696047	5316
408	1155.361814	5316
409	1155.149193	5316
410	1154.931508	5316
411	1154.23967	5316
412	1154.017982	5316
413	1153.892507	5316
414	1154.088303	5316
415	1153.578826	5316
416	1153.407709	5316
417	1152.884219	5316
418	1152.660695	5316
419	1152.805023	5316
420	1152.314421	5316
421	1151.876929	5316
422	1151.784967	5316
423	1151.631817	5316
424	1151.330819	5316
425	1150.938512	5316
426	1150.719686	5316
427	1150.312408	5316
428	1150.067214	5316
429	1150.06799	5316
430	1149.89528	5316
431	1149.427325	5316
432	1148.61089	5316
433	1148.590505	5316
434	1148.057277	5316
435	1148.113136	5316
436	1147.917024	5316
437	1147.639049	5316
438	1147.767227	5316
439	1147.716274	5316
440	1147.534883	5316
441	1147.157683	5316
442	1146.743106	5316
443	1146.458283	5316
444	1145.858039	5316
445	1145.547008	5316
446	1145.404349	5316
447	1145.470573	5316
448	1145.221961	5316
449	1144.648357	5316
450	1144.517449	5316
451	1144.895593	5316
452	1144.550832	5316
453	1144.558609	5316
454	1144.402953	5316
455	1143.625406	5316
456	1143.306972	5316
457	1143.323714	5316
458	1143.420755	5316
459	1143.032805	5316
460	1143.037655	5316
461	1142.832744	5316
462	1142.899265	5316
463	1142.861975	5316
464	1142.636458	5316
465	1142.485289	5316
466	1141.886817	5316
467	1141.575444	5316
468	1141.109889	5316
469	1140.526492	5316
470	1140.293916	5316
471	1140.080088	5316
472	1139.947333	5316
473	1139.905889	5316
474	1139.43225	5316
475	1139.382043	5316
476	1139.442114	5316
477	1139.49379	5316
478	1139.316562	5316
479	1139.347685	5316
480	1139.134686	5316
481	1138.918503	5316
482	1138.22904	5316
483	1137.015618	5316
484	1136.829733	5316
485	1136.583494	5316
486	1136.054526	5316
487	1135.896732	5316
488	1135.522316	5316
489	1135.518711	5316
490	1135.250821	5316
491	1134.888747	5316
492	1134.358067	5316
493	1133.615046	5316
494	1133.419757	5316
495	1133.18961	5316
496	1133.208322	5316
497	1133.051372	5316
498	1132.772852	5316
499	1132.467161	5316
500	1132.357955	5316
501	1131.979854	5316
502	1131.751828	5316
503	1131.245541	5316
504	1131.385552	5316
505	1130.924654	5316
506	1130.838224	5316
507	1130.261213	5316
508	1130.279281	5316
509	1129.8419	5316
510	1129.869573	5316
511	1129.344677	5316
512	1129.49716	5316
513	1129.330134	5316
514	1128.998023	5316
515	1128.901956	5316
516	1128.639711	5316
517	1128.556399	5316
518	1128.420376	5316
519	1128.270047	5316
520	1128.112988	5316
521	1127.990907	5316
522	1127.76699	5316
523	1127.442995	5316
524	1126.663273	5316
525	1126.553411	5316
526	1126.279791	5316
527	1126.278082	5316
528	1125.846393	5316
529	1125.855206	5316
530	1125.601199	5316
531	1125.452539	5316
532	1125.235551	5316
533	1124.952192	5316
534	1124.708966	5316
535	1124.256899	5316
536	1124.367313	5316
537	1124.212442	5316
538	1123.546995	5316
539	1122.897755	5316
540	1122.514163	5316
541	1122.509353	5316
542	1122.020485	5316
543	1121.484992	5316
544	1121.285003	5316
545	1121.04959	5316
546	1120.396301	5316
547	1120.118104	5316
548	1120.12206	5316
549	1119.915405	5316
550	1119.398778	5316
551	1119.376071	5316
552	1119.278432	5316
553	1118.697471	5316
554	1118.50972	5316
555	1118.166435	5316
556	1118.048892	5316
557	1118.11497	5316
558	1118.07962	5316
559	1117.802337	5316
560	1118.01599	5316
561	1117.601122	5316
562	1117.540214	5316
563	1117.281528	5316
564	1117.316918	5316
565	1117.134702	5316
566	1116.694757	5316
567	1116.577546	5316
568	1116.378502	5316
569	1116.041833	5316
570	1116.040316	5316
571	1115.897028	5316
572	1115.407179	5316
573	1115.379853	5316
574	1115.17272	5316
575	1114.517486	5316
576	1114.522854	5316
577	1114.615161	5316
578	1114.305416	5316
579	1114.038473	5316
580	1113.366861	5316
581	1113.276189	5316
582	1112.829451	5316
583	1112.620187	5316
584	1112.686347	5316
585	1112.260507	5316
586	1112.181684	5316
587	1112.182674	5316
588	1111.195648	5316
589	1110.937659	5316
590	1110.885229	5316
591	1110.694566	5316
592	1110.293702	5316
593	1110.222941	5316
594	1109.826222	5316
595	1109.5977	5316
596	1108.892169	5316
597	1108.667933	5316
598	1108.326801	5316
599	1108.210197	5316
600	1108.006594	5316
601	1107.52316	5316
602	1107.211015	5316
603	1106.916369	5316
604	1106.471669	5316
605	1106.40741	5316
606	1105.966072	5316
607	1105.955642	5316
608	1105.782792	5316
609	1105.521686	5316
610	1105.198749	5316
611	1104.964736	5316
612	1104.549622	5316
613	1104.56223	5316
614	1104.171241	5316
615	1104.105504	5316
616	1104.060671	5316
617	1103.967521	5316
618	1103.877584	5316
619	1103.711764	5316
620	1103.458009	5316
621	1103.227368	5316
622	1102.996689	5316
623	1102.68919	5316
624	1102.422412	5316
625	1102.260761	5316
626	1102.035525	5316
627	1101.937525	5316
628	1101.873952	5316
629	1101.891481	5316
630	1101.876789	5316
631	1101.546829	5316
632	1101.474924	5316
633	1100.58144	5316
634	1100.631818	5316
635	1100.551638	5316
636	1100.07656	5316
637	1099.895133	5316
638	1099.847969	5316
639	1099.884371	5316
640	1099.772838	5316
641	1099.42128	5316
642	1099.236817	5316
643	1098.932449	5316
644	1098.815699	5316
645	1098.719046	5316
646	1098.641724	5316
647	1098.615076	5316
648	1098.631765	5316
649	1098.370036	5316
650	1098.342533	5316
651	1097.869822	5316
652	1097.899441	5316
653	1098.036619	5316
654	1097.949622	5316
655	1097.492186	5316
656	1097.469449	5316
657	1097.318862	5316
658	1097.269379	5316
659	1097.333275	5316
660	1097.35697	5316
661	1097.284159	5316
662	1097.253564	5316
663	1097.247779	5316
664	1097.130617	5316
665	1097.209603	5316
666	1096.806653	5316
667	1096.516119	5316
668	1096.41261	5316
669	1096.267248	5316
670	1096.320007	5316
671	1096.289797	5316
672	1096.056296	5316
673	1095.909261	5316
674	1095.513881	5316
675	1095.300833	5316
676	1095.21205	5316
677	1094.735344	5316
678	1094.753505	5316
679	1094.65651	5316
680	1094.144565	5316
681	1094.247715	5316
682	1094.091336	5316
683	1094.074199	5316
684	1093.822594	5316
685	1093.739687	5316
686	1093.543922	5316
687	1093.449927	5316
688	1092.776504	5316
689	1092.680335	5316
690	1092.581852	5316
691	1092.882524	5316
692	1092.775029	5316
693	1092.835141	5316
694	1092.746761	5316
695	1092.593566	5316
696	1092.475841	5316
697	1092.263689	5316
698	1092.052137	5316
699	1091.974022	5316
700	1091.883565	5316
701	1091.425918	5316
702	1091.202111	5316
703	1090.876006	5316
704	1090.725586	5316
705	1090.696341	5316
706	1090.456792	5316
707	1090.181893	5316
708	1090.043777	5316
709	1089.741897	5316
710	1089.492097	5316
711	1089.25786	5316
712	1089.155199	5316
713	1089.034796	5316
714	1088.940208	5316
715	1089.103148	5316
716	1089.187362	5316
717	1089.171574	5316
718	1088.741104	5316
719	1088.182198	5316
720	1088.072674	5316
721	1087.963569	5316
722	1088.117155	5316
723	1087.839726	5316
724	1088.119274	5316
725	1088.092568	5316
726	1088.036273	5316
727	1088.010885	5316
728	1087.595697	5316
729	1087.189415	5316
730	1087.1954	5316
731	1086.79703	5316
732	1086.519061	5316
733	1086.10395	5316
734	1086.077681	5316
735	1086.075815	5316
736	1085.913491	5316
737	1085.726426	5316
738	1085.494901	5316
739	1085.51821	5316
740	1085.579952	5316
741	1085.44807	5316
742	1085.349205	5316
743	1084.442277	5316
744	1084.304171	5316
745	1084.166275	5316
746	1084.003177	5316
747	1083.753375	5316
748	1083.685422	5316
749	1083.694599	5316
750	1083.534097	5316
751	1083.522682	5316
752	1083.496172	5316
753	1083.230254	5316
754	1082.665161	5316
755	1082.526612	5316
756	1082.543115	5316
757	1082.532071	5316
758	1081.767761	5316
759	1081.649897	5316
760	1081.313875	5316
761	1080.903578	5316
762	1080.725521	5316
763	1080.529551	5316
764	1080.61241	5316
765	1080.603738	5316
766	1080.411151	5316
767	1080.330007	5316
768	1080.299475	5316
769	1080.313076	5316
770	1080.018795	5316
771	1080.136269	5316
772	1080.052478	5316
773	1079.895031	5316
774	1079.934629	5316
775	1079.844988	5316
776	1079.834902	5316
777	1079.300838	5316
778	1079.120976	5316
779	1079.032175	5316
780	1078.85633	5316
781	1078.078398	5316
782	1078.033702	5316
783	1078.294043	5316
784	1078.363585	5316
785	1078.319616	5316
786	1078.053376	5316
787	1077.774784	5316
788	1077.750859	5316
789	1077.745823	5316
790	1077.415176	5316
791	1077.251522	5316
792	1077.210822	5316
793	1077.163498	5316
794	1077.047399	5316
795	1076.975874	5316
796	1077.016651	5316
797	1076.94381	5316
798	1076.934439	5316
799	1076.84372	5316
800	1076.85214	5316
801	1076.789643	5316
802	1076.471787	5316
803	1076.461831	5316
804	1076.666845	5316
805	1076.171046	5316
806	1076.07529	5316
807	1076.052298	5316
808	1075.695999	5316
809	1075.759444	5316
810	1075.55096	5316
811	1075.263981	5316
812	1075.116619	5316
813	1074.927938	5316
814	1074.671713	5316
815	1074.649485	5316
816	1074.449964	5316
817	1074.555158	5316
818	1074.483549	5316
819	1074.447163	5316
820	1074.195005	5316
821	1073.805642	5316
822	1073.788101	5316
823	1073.618824	5316
824	1073.640739	5316
825	1073.584135	5316
826	1073.424801	5316
827	1073.231031	5316
828	1073.084081	5316
829	1072.635174	5316
830	1072.701895	5316
831	1072.599932	5316
832	1072.474163	5316
833	1072.159639	5316
834	1072.018907	5316
835	1072.016289	5316
836	1072.041791	5316
837	1071.931188	5316
838	1071.684131	5316
839	1071.270388	5316
840	1071.113288	5316
841	1070.804842	5316
842	1070.809501	5316
843	1070.718704	5316
844	1070.825319	5316
845	1070.534121	5316
846	1070.064163	5316
847	1069.927826	5316
848	1069.776286	5316
849	1069.746669	5316
850	1069.692405	5316
851	1069.652241	5316
852	1069.681374	5316
853	1069.547947	5316
854	1069.485023	5316
855	1069.417259	5316
856	1069.360933	5316
857	1069.350023	5316
858	1069.107101	5316
859	1068.651108	5316
860	1068.639183	5316
861	1068.302621	5316
862	1067.991777	5316
863	1067.485127	5316
864	1067.342681	5316
865	1067.333485	5316
866	1067.233257	5316
867	1067.044584	5316
868	1067.000254	5316
869	1066.910763	5316
870	1066.362463	5316
871	1066.357227	5316
872	1065.781806	5316
873	1065.547403	5316
874	1065.550735	5316
875	1065.557575	5316
876	1065.537146	5316
877	1065.431298	5316
878	1065.379065	5316
879	1065.188524	5316
880	1065.020509	5316
881	1065.032892	5316
882	1065.069527	5316
883	1065.230006	5316
884	1065.22916	5316
885	1065.115912	5316
886	1064.694835	5316
887	1064.896178	5316
888	1064.805252	5316
889	1064.626695	5316
890	1064.469925	5316
891	1064.43042	5316
892	1064.386343	5316
893	1064.077581	5316
894	1063.943517	5316
895	1063.91565	5316
896	1063.827218	5316
897	1063.627457	5316
898	1063.384321	5316
899	1063.375577	5316
900	1063.344036	5316
901	1063.280028	5316
902	1063.327639	5316
903	1063.181196	5316
904	1063.111149	5316
905	1062.941656	5316
906	1062.948435	5316
907	1062.838846	5316
908	1062.871246	5316
909	1062.769933	5316
910	1062.924464	5316
911	1062.627185	5316
912	1062.356776	5316
913	1062.327433	5316
914	1062.12144	5316
915	1062.122251	5316
916	1062.050523	5316
917	1062.155463	5316
918	1061.886143	5316
919	1061.875194	5316
920	1061.709899	5316
921	1061.622954	5316
922	1061.363736	5316
923	1061.310137	5316
924	1061.305711	5316
925	1061.206027	5316
926	1061.184616	5316
927	1061.03975	5316
928	1060.625257	5316
929	1060.394944	5316
930	1060.049909	5316
931	1059.652021	5316
932	1059.31681	5316
933	1059.252973	5316
934	1059.156352	5316
935	1059.058137	5316
936	1059.046378	5316
937	1059.062959	5316
938	1058.72032	5316
939	1058.737178	5316
940	1058.546582	5316
941	1058.53461	5316
942	1058.527002	5316
943	1058.522204	5316
944	1058.617949	5316
945	1058.390144	5316
946	1058.279653	5316
947	1058.148509	5316
948	1058.244981	5316
949	1058.196091	5316
950	1058.195191	5316
951	1058.003626	5316
952	1057.915828	5316
953	1057.786452	5316
954	1057.780152	5316
955	1057.701465	5316
956	1057.736078	5316
957	1057.752031	5316
958	1057.781555	5316
959	1057.665296	5316
960	1057.732707	5316
961	1057.670181	5316
962	1057.667314	5316
963	1057.42245	5316
964	1057.418461	5316
965	1057.491439	5316
966	1057.349069	5316
967	1057.3215	5316
968	1057.436451	5316
969	1057.36798	5316
970	1057.282837	5316
971	1057.270086	5316
972	1057.147639	5316
973	1057.138177	5316
974	1056.925349	5316
975	1056.899076	5316
976	1056.992325	5316
977	1057.015051	5316
978	1056.695537	5316
979	1056.277179	5316
980	1055.977752	5316
981	1055.62808	5316
982	1055.657713	5316
983	1055.456388	5316
984	1055.510597	5316
985	1055.574895	5316
986	1055.104202	5316
987	1055.25932	5316
988	1055.244437	5316
989	1055.196697	5316
990	1055.027392	5316
991	1054.683514	5316
992	1054.636983	5316
993	1054.40909	5316
994	1054.404833	5316
995	1054.27433	5316
996	1054.286174	5316
997	1054.086756	5316
998	1053.573703	5316
999	1053.484789	5316
1000	1053.18065	5316
1001	1053.36943	5316
1002	1053.304728	5316
1003	1053.200287	5316
1004	1053.152887	5316
1005	1052.630325	5316
1006	1052.624748	5316
1007	1052.459664	5316
1008	1052.295255	5316
1009	1052.416939	5316
1010	1052.354727	5316
1011	1052.316574	5316
1012	1051.910864	5316
1013	1051.260557	5316
1014	1050.96252	5316
1015	1050.935751	5316
1016	1050.782771	5316
1017	1050.699144	5316
1018	1050.787791	5316
1019	1050.680685	5316
1020	1050.417558	5316
