iter	MAE_SumError	MAE_SumWeight
1021	1050.224011	5316
1022	1050.163133	5316
1023	1050.140441	5316
1024	1050.122232	5316
1025	1050.145522	5316
1026	1050.115674	5316
1027	1049.954853	5316
1028	1049.942066	5316
1029	1049.879765	5316
1030	1049.887419	5316
1031	1049.807252	5316
1032	1049.648448	5316
1033	1049.539945	5316
1034	1049.512115	5316
1035	1049.474554	5316
1036	1049.405378	5316
1037	1049.331029	5316
1038	1049.249666	5316
1039	1049.184179	5316
1040	1048.935604	5316
1041	1048.847448	5316
1042	1048.519374	5316
1043	1048.568663	5316
1044	1048.55272	5316
1045	1048.464254	5316
1046	1048.133332	5316
1047	1048.027838	5316
1048	1047.904883	5316
1049	1047.937837	5316
1050	1047.9099	5316
1051	1047.806995	5316
1052	1047.553855	5316
1053	1047.126686	5316
1054	1046.932519	5316
1055	1046.93312	5316
1056	1046.804547	5316
1057	1046.819405	5316
1058	1046.875446	5316
1059	1046.804421	5316
1060	1046.6709	5316
1061	1046.770504	5316
1062	1046.686449	5316
1063	1046.736137	5316
1064	1046.550536	5316
1065	1046.574714	5316
1066	1046.464744	5316
1067	1046.513146	5316
1068	1046.433514	5316
1069	1046.240301	5316
1070	1046.22734	5316
1071	1046.102977	5316
1072	1045.931128	5316
1073	1045.682316	5316
1074	1045.564294	5316
1075	1045.286003	5316
1076	1045.305707	5316
1077	1045.148542	5316
1078	1044.928555	5316
1079	1044.707141	5316
1080	1044.553994	5316
1081	1044.48153	5316
1082	1044.407765	5316
1083	1044.224308	5316
1084	1044.168142	5316
1085	1044.067285	5316
1086	1043.997723	5316
1087	1043.985315	5316
1088	1043.902935	5316
1089	1043.714576	5316
1090	1043.483946	5316
1091	1043.459235	5316
1092	1043.367841	5316
1093	1043.34644	5316
1094	1043.208897	5316
1095	1043.323286	5316
1096	1043.230907	5316
1097	1043.283149	5316
1098	1043.303975	5316
1099	1043.139325	5316
1100	1043.078979	5316
1101	1042.802649	5316
1102	1042.77381	5316
1103	1042.772808	5316
1104	1042.718547	5316
1105	1042.427167	5316
1106	1042.315115	5316
1107	1042.237127	5316
1108	1042.127999	5316
1109	1042.112567	5316
1110	1042.23758	5316
1111	1042.36817	5316
1112	1042.322335	5316
1113	1042.181112	5316
1114	1042.081352	5316
1115	1042.087812	5316
1116	1042.048533	5316
1117	1041.955917	5316
1118	1041.970985	5316
1119	1041.769436	5316
1120	1041.643957	5316
1121	1041.651514	5316
1122	1041.650934	5316
1123	1041.470731	5316
1124	1041.292368	5316
1125	1041.33552	5316
1126	1041.221594	5316
1127	1040.883676	5316
1128	1040.774762	5316
1129	1040.824401	5316
1130	1040.694781	5316
1131	1040.528891	5316
1132	1040.498536	5316
1133	1040.246313	5316
1134	1040.226864	5316
1135	1040.141187	5316
1136	1040.105327	5316
1137	1040.073903	5316
1138	1040.046058	5316
1139	1040.067731	5316
1140	1039.94189	5316
1141	1039.834407	5316
1142	1039.853845	5316
1143	1039.626689	5316
1144	1039.536735	5316
1145	1039.470123	5316
1146	1039.441848	5316
1147	1039.488344	5316
1148	1039.618525	5316
1149	1039.612113	5316
1150	1039.457431	5316
1151	1039.401856	5316
1152	1039.259403	5316
1153	1039.154899	5316
1154	1039.151303	5316
1155	1039.073775	5316
1156	1038.874472	5316
1157	1038.886854	5316
1158	1038.790665	5316
1159	1038.718848	5316
1160	1038.713104	5316
1161	1038.560304	5316
1162	1038.57989	5316
1163	1038.542902	5316
1164	1038.557725	5316
1165	1038.391274	5316
1166	1038.113321	5316
1167	1038.06387	5316
1168	1037.854031	5316
1169	1037.857569	5316
1170	1037.844332	5316
1171	1037.641778	5316
1172	1037.630276	5316
1173	1037.667067	5316
1174	1037.643744	5316
1175	1037.72519	5316
1176	1037.589438	5316
1177	1037.640711	5316
1178	1037.566622	5316
1179	1037.562717	5316
1180	1037.505348	5316
1181	1037.347929	5316
1182	1037.391757	5316
1183	1037.232512	5316
1184	1037.127301	5316
1185	1037.118697	5316
1186	1037.191345	5316
1187	1036.996255	5316
1188	1036.969059	5316
1189	1037.072612	5316
1190	1036.995061	5316
1191	1036.936901	5316
1192	1036.926938	5316
1193	1036.87424	5316
1194	1037.067089	5316
1195	1037.04629	5316
1196	1036.655171	5316
1197	1036.615665	5316
1198	1036.383644	5316
1199	1036.301648	5316
1200	1036.230113	5316
1201	1036.098103	5316
1202	1036.000213	5316
1203	1035.988477	5316
1204	1035.943483	5316
1205	1035.949398	5316
1206	1035.956697	5316
1207	1035.92955	5316
1208	1035.861341	5316
1209	1035.899292	5316
1210	1035.872624	5316
1211	1035.666452	5316
1212	1035.35633	5316
1213	1035.331002	5316
1214	1035.265107	5316
1215	1035.191381	5316
1216	1035.124962	5316
1217	1035.154305	5316
1218	1035.204029	5316
1219	1035.177783	5316
1220	1035.350451	5316
1221	1035.34642	5316
1222	1035.118399	5316
1223	1035.061188	5316
1224	1035.067062	5316
1225	1034.926224	5316
1226	1034.991217	5316
1227	1034.46831	5316
1228	1034.300515	5316
1229	1034.153393	5316
1230	1034.127694	5316
1231	1034.062628	5316
1232	1034.101773	5316
1233	1034.037949	5316
1234	1033.878605	5316
1235	1033.761506	5316
1236	1033.755957	5316
1237	1033.792059	5316
1238	1033.838131	5316
1239	1033.823651	5316
1240	1033.82883	5316
1241	1033.592742	5316
1242	1033.740057	5316
1243	1033.706318	5316
1244	1033.792009	5316
1245	1033.580645	5316
1246	1033.444783	5316
1247	1033.180206	5316
1248	1033.140412	5316
1249	1032.90536	5316
1250	1032.918958	5316
1251	1032.779831	5316
1252	1032.670528	5316
1253	1032.6875	5316
1254	1032.670676	5316
1255	1032.468288	5316
1256	1032.385729	5316
1257	1032.387335	5316
1258	1032.261324	5316
1259	1032.160486	5316
1260	1032.172124	5316
1261	1032.237197	5316
1262	1032.151547	5316
1263	1032.075748	5316
1264	1031.974553	5316
1265	1031.91946	5316
1266	1031.902004	5316
1267	1031.73218	5316
1268	1031.703932	5316
1269	1031.656704	5316
1270	1031.524105	5316
1271	1031.599073	5316
1272	1031.387861	5316
1273	1031.228423	5316
1274	1031.215649	5316
1275	1031.192485	5316
1276	1031.05662	5316
1277	1030.822465	5316
1278	1030.5453	5316
1279	1030.373469	5316
1280	1030.32232	5316
1281	1030.11703	5316
1282	1030.025826	5316
1283	1029.955988	5316
1284	1029.96363	5316
1285	1029.923127	5316
1286	1029.951275	5316
1287	1029.849605	5316
1288	1029.771983	5316
1289	1029.753215	5316
1290	1029.852858	5316
1291	1029.715792	5316
1292	1029.662306	5316
1293	1029.520265	5316
1294	1029.504452	5316
1295	1029.4194	5316
1296	1029.456322	5316
1297	1029.466374	5316
1298	1029.348384	5316
1299	1029.277182	5316
1300	1029.29094	5316
1301	1029.248303	5316
1302	1029.292792	5316
1303	1029.141704	5316
1304	1029.08066	5316
1305	1029.134638	5316
1306	1028.679901	5316
1307	1028.664995	5316
1308	1028.656896	5316
1309	1028.711073	5316
1310	1028.687033	5316
1311	1028.597178	5316
1312	1028.566211	5316
1313	1028.480026	5316
1314	1028.557583	5316
1315	1028.350243	5316
1316	1028.065918	5316
1317	1028.039826	5316
1318	1027.863603	5316
1319	1027.874554	5316
1320	1027.871064	5316
1321	1027.842587	5316
1322	1027.733292	5316
1323	1027.703053	5316
1324	1027.713003	5316
1325	1027.675055	5316
1326	1027.579256	5316
1327	1027.543484	5316
1328	1027.51021	5316
1329	1027.247309	5316
1330	1027.168073	5316
1331	1027.091881	5316
1332	1026.805523	5316
1333	1026.763089	5316
1334	1026.534555	5316
1335	1026.444755	5316
1336	1026.43226	5316
1337	1026.230315	5316
1338	1025.992478	5316
1339	1025.997341	5316
1340	1025.960862	5316
1341	1025.93759	5316
1342	1025.729654	5316
1343	1025.797996	5316
1344	1025.736469	5316
1345	1025.749134	5316
1346	1025.715949	5316
1347	1025.715886	5316
1348	1025.653259	5316
1349	1025.660723	5316
1350	1025.676409	5316
1351	1025.686715	5316
1352	1025.608984	5316
1353	1025.537905	5316
1354	1025.518458	5316
1355	1025.517505	5316
1356	1025.460323	5316
1357	1025.263667	5316
1358	1025.153438	5316
1359	1025.10728	5316
1360	1024.989146	5316
1361	1024.946111	5316
1362	1024.781745	5316
1363	1024.682072	5316
1364	1024.71381	5316
1365	1024.559849	5316
1366	1024.439734	5316
1367	1024.441769	5316
1368	1024.342833	5316
1369	1024.342944	5316
1370	1024.410583	5316
1371	1024.302052	5316
1372	1024.137803	5316
1373	1024.143722	5316
1374	1024.004379	5316
1375	1023.726307	5316
1376	1023.706902	5316
1377	1023.613054	5316
1378	1023.539459	5316
1379	1023.576717	5316
1380	1023.452457	5316
1381	1023.409993	5316
1382	1023.386699	5316
1383	1023.177424	5316
1384	1023.042757	5316
1385	1023.038193	5316
1386	1023.092865	5316
1387	1023.056854	5316
1388	1022.991911	5316
1389	1022.947627	5316
1390	1022.817288	5316
1391	1022.731026	5316
1392	1022.590977	5316
1393	1022.571223	5316
1394	1022.532833	5316
1395	1022.606168	5316
1396	1022.593029	5316
1397	1022.179863	5316
1398	1022.071454	5316
1399	1022.080949	5316
1400	1021.913627	5316
1401	1021.886699	5316
1402	1021.835478	5316
1403	1021.760475	5316
1404	1021.771232	5316
1405	1021.819648	5316
1406	1021.871661	5316
1407	1021.803799	5316
1408	1021.48776	5316
1409	1021.496667	5316
1410	1021.550602	5316
1411	1021.454315	5316
1412	1021.425114	5316
1413	1021.330401	5316
1414	1021.328396	5316
1415	1021.305443	5316
1416	1021.130351	5316
1417	1021.16505	5316
1418	1021.123691	5316
1419	1020.929287	5316
1420	1020.859704	5316
1421	1020.837482	5316
1422	1020.654114	5316
1423	1020.64113	5316
1424	1020.598635	5316
1425	1020.563125	5316
1426	1020.479811	5316
1427	1020.502443	5316
1428	1020.504979	5316
1429	1020.508014	5316
1430	1020.488468	5316
1431	1020.497413	5316
1432	1020.304524	5316
1433	1020.191679	5316
1434	1020.157203	5316
1435	1019.935596	5316
1436	1019.877933	5316
1437	1019.807577	5316
1438	1019.802651	5316
1439	1019.707838	5316
1440	1019.701102	5316
1441	1019.537677	5316
1442	1019.419941	5316
1443	1019.382868	5316
1444	1019.305884	5316
1445	1019.326661	5316
1446	1019.272733	5316
1447	1019.260087	5316
1448	1019.217147	5316
1449	1019.202423	5316
1450	1019.125367	5316
1451	1019.145125	5316
1452	1019.159606	5316
1453	1019.124739	5316
1454	1019.054036	5316
1455	1019.074333	5316
1456	1018.849001	5316
1457	1018.775255	5316
1458	1018.834357	5316
1459	1018.808111	5316
1460	1018.8575	5316
1461	1018.926018	5316
1462	1018.815704	5316
1463	1018.874206	5316
1464	1018.917916	5316
1465	1018.819151	5316
1466	1018.803949	5316
1467	1018.519177	5316
1468	1018.575012	5316
1469	1018.621866	5316
1470	1018.481829	5316
1471	1018.559945	5316
1472	1018.549147	5316
1473	1018.561289	5316
1474	1018.554456	5316
1475	1018.588095	5316
1476	1018.594372	5316
1477	1018.587235	5316
1478	1018.573501	5316
1479	1018.559146	5316
1480	1018.393014	5316
1481	1018.325091	5316
1482	1018.113821	5316
1483	1018.087318	5316
1484	1018.07049	5316
1485	1018.076784	5316
1486	1018.07587	5316
1487	1018.068465	5316
1488	1017.942044	5316
1489	1017.910552	5316
1490	1017.827327	5316
1491	1017.881075	5316
1492	1017.850685	5316
1493	1017.854495	5316
1494	1017.864001	5316
1495	1017.891116	5316
1496	1017.854032	5316
1497	1017.822828	5316
1498	1017.849735	5316
1499	1017.664596	5316
1500	1017.641292	5316
1501	1017.764155	5316
1502	1017.605238	5316
1503	1017.564074	5316
1504	1017.610704	5316
1505	1017.632953	5316
1506	1017.608812	5316
1507	1017.480767	5316
1508	1017.392021	5316
1509	1017.366399	5316
1510	1017.373431	5316
1511	1017.340333	5316
1512	1017.325985	5316
1513	1017.347354	5316
1514	1017.372319	5316
1515	1017.355028	5316
1516	1017.335261	5316
1517	1017.181956	5316
1518	1017.201945	5316
1519	1017.151159	5316
1520	1017.190405	5316
1521	1017.094288	5316
1522	1017.066434	5316
1523	1017.115951	5316
1524	1017.133276	5316
1525	1017.029103	5316
1526	1016.999768	5316
1527	1017.042271	5316
1528	1017.021802	5316
1529	1016.958004	5316
1530	1016.851055	5316
1531	1016.850566	5316
1532	1016.729802	5316
1533	1016.617696	5316
1534	1016.621675	5316
1535	1016.557585	5316
1536	1016.551131	5316
1537	1016.549622	5316
1538	1016.526518	5316
1539	1016.39388	5316
1540	1016.151066	5316
1541	1015.943596	5316
1542	1015.89809	5316
1543	1015.895162	5316
1544	1016.036072	5316
1545	1015.880197	5316
1546	1015.875876	5316
1547	1015.752428	5316
1548	1015.690276	5316
1549	1015.653555	5316
1550	1015.489319	5316
1551	1015.438987	5316
1552	1015.431488	5316
1553	1015.330371	5316
1554	1015.335288	5316
1555	1015.28379	5316
1556	1015.119631	5316
1557	1015.11657	5316
1558	1015.002228	5316
1559	1015.005687	5316
1560	1014.82577	5316
1561	1014.649104	5316
1562	1014.669796	5316
1563	1014.626643	5316
1564	1014.577431	5316
1565	1014.684023	5316
1566	1014.757447	5316
1567	1014.606576	5316
1568	1014.480705	5316
1569	1014.395632	5316
1570	1014.384915	5316
1571	1014.29561	5316
1572	1014.362103	5316
1573	1014.329837	5316
1574	1014.224997	5316
1575	1014.286735	5316
1576	1014.144386	5316
1577	1014.077765	5316
1578	1013.982176	5316
1579	1014.016627	5316
1580	1013.993813	5316
1581	1013.920593	5316
1582	1013.971382	5316
1583	1013.919061	5316
1584	1013.782583	5316
1585	1013.783349	5316
1586	1013.678889	5316
1587	1013.67336	5316
1588	1013.509139	5316
1589	1013.443048	5316
1590	1013.387351	5316
1591	1013.291177	5316
1592	1013.477004	5316
1593	1013.303439	5316
1594	1013.199625	5316
1595	1013.235928	5316
1596	1013.168316	5316
1597	1013.100322	5316
1598	1013.061359	5316
1599	1013.040761	5316
1600	1012.888868	5316
1601	1012.647381	5316
1602	1012.540336	5316
1603	1012.525093	5316
1604	1012.517144	5316
1605	1012.513943	5316
1606	1012.511516	5316
1607	1012.486963	5316
1608	1012.321414	5316
1609	1012.346184	5316
1610	1012.38537	5316
1611	1012.433693	5316
1612	1012.387257	5316
1613	1012.376038	5316
1614	1012.315089	5316
1615	1012.304911	5316
1616	1012.25827	5316
1617	1012.263411	5316
1618	1012.234475	5316
1619	1012.170305	5316
1620	1012.118124	5316
1621	1012.006863	5316
1622	1012.036208	5316
1623	1011.969869	5316
1624	1012.016055	5316
1625	1011.869561	5316
1626	1011.733029	5316
1627	1011.722919	5316
1628	1011.676295	5316
1629	1011.599581	5316
1630	1011.603994	5316
1631	1011.619404	5316
1632	1011.540119	5316
1633	1011.356394	5316
1634	1011.366362	5316
1635	1011.354499	5316
1636	1011.321233	5316
1637	1011.393615	5316
1638	1011.280335	5316
1639	1011.262945	5316
1640	1011.275881	5316
1641	1011.195643	5316
1642	1011.193823	5316
1643	1011.176835	5316
1644	1011.081399	5316
1645	1011.042129	5316
1646	1011.10145	5316
1647	1011.114913	5316
1648	1010.946157	5316
1649	1010.898891	5316
1650	1010.835023	5316
1651	1010.734654	5316
1652	1010.788074	5316
1653	1010.77213	5316
1654	1010.759637	5316
1655	1010.713273	5316
1656	1010.630449	5316
1657	1010.6006	5316
1658	1010.587098	5316
1659	1010.577985	5316
1660	1010.512936	5316
1661	1010.515936	5316
1662	1010.522408	5316
1663	1010.524518	5316
1664	1010.492413	5316
1665	1010.407769	5316
1666	1010.435389	5316
1667	1010.382365	5316
1668	1010.319972	5316
1669	1010.228519	5316
1670	1010.203183	5316
1671	1010.025577	5316
1672	1009.920587	5316
1673	1009.930759	5316
1674	1009.95832	5316
1675	1009.913468	5316
1676	1009.885679	5316
1677	1009.8745	5316
1678	1009.874564	5316
1679	1009.878671	5316
1680	1009.900098	5316
1681	1009.885953	5316
1682	1009.879769	5316
1683	1009.880539	5316
1684	1009.891147	5316
1685	1009.907405	5316
1686	1009.962045	5316
1687	1009.81	5316
1688	1009.654825	5316
1689	1009.555444	5316
1690	1009.578039	5316
1691	1009.523252	5316
1692	1009.528577	5316
1693	1009.554906	5316
1694	1009.491043	5316
1695	1009.364908	5316
1696	1009.428273	5316
1697	1009.37068	5316
1698	1009.463509	5316
1699	1009.489929	5316
1700	1009.358819	5316
1701	1009.287239	5316
1702	1009.250013	5316
1703	1009.142527	5316
1704	1009.11789	5316
1705	1009.11906	5316
1706	1009.035331	5316
1707	1008.957554	5316
1708	1008.915271	5316
1709	1008.799067	5316
1710	1008.73661	5316
1711	1008.724659	5316
1712	1008.565932	5316
1713	1008.587135	5316
1714	1008.475539	5316
1715	1008.474222	5316
1716	1008.445484	5316
1717	1008.281158	5316
1718	1008.269153	5316
1719	1008.213279	5316
1720	1008.090886	5316
1721	1008.150087	5316
1722	1008.12067	5316
1723	1008.099334	5316
1724	1008.101735	5316
1725	1007.999183	5316
1726	1007.921631	5316
1727	1007.951401	5316
1728	1007.948382	5316
1729	1007.723279	5316
1730	1007.762245	5316
1731	1007.795315	5316
1732	1007.815052	5316
1733	1007.685292	5316
1734	1007.571782	5316
1735	1007.439454	5316
1736	1007.362986	5316
1737	1007.355534	5316
1738	1007.266934	5316
1739	1007.21569	5316
1740	1007.241251	5316
1741	1007.138008	5316
1742	1007.182211	5316
1743	1007.228293	5316
1744	1007.204437	5316
1745	1007.216038	5316
1746	1007.153187	5316
1747	1007.053995	5316
1748	1007.054327	5316
1749	1007.020588	5316
1750	1007.099617	5316
1751	1007.113027	5316
1752	1007.120518	5316
1753	1007.206495	5316
1754	1007.192763	5316
1755	1007.21749	5316
1756	1007.229028	5316
1757	1007.090511	5316
1758	1007.117619	5316
1759	1006.904613	5316
1760	1006.916031	5316
1761	1006.780327	5316
1762	1006.668807	5316
1763	1006.76721	5316
1764	1006.643403	5316
1765	1006.626453	5316
1766	1006.480246	5316
1767	1006.41227	5316
1768	1006.411603	5316
1769	1006.413123	5316
1770	1006.404425	5316
1771	1006.356586	5316
1772	1006.262246	5316
1773	1006.244	5316
1774	1006.26249	5316
1775	1006.161038	5316
1776	1006.022128	5316
1777	1005.94844	5316
1778	1005.936216	5316
1779	1005.944654	5316
1780	1005.934324	5316
1781	1005.916184	5316
1782	1005.971106	5316
1783	1005.918384	5316
1784	1005.921856	5316
1785	1005.887002	5316
1786	1005.650025	5316
1787	1005.69541	5316
1788	1005.51022	5316
1789	1005.466397	5316
1790	1005.4723	5316
1791	1005.499744	5316
1792	1005.591924	5316
1793	1005.602936	5316
1794	1005.542375	5316
1795	1005.525732	5316
1796	1005.55544	5316
1797	1005.585215	5316
1798	1005.645567	5316
1799	1005.600278	5316
1800	1005.544271	5316
1801	1005.563529	5316
1802	1005.638037	5316
1803	1005.559288	5316
1804	1005.550837	5316
1805	1005.43304	5316
1806	1005.421634	5316
1807	1005.375446	5316
1808	1005.266303	5316
1809	1005.251859	5316
1810	1005.209314	5316
1811	1005.06303	5316
1812	1005.035008	5316
1813	1004.983191	5316
1814	1004.919089	5316
1815	1004.829742	5316
1816	1004.72265	5316
1817	1004.611915	5316
1818	1004.585707	5316
1819	1004.34809	5316
1820	1004.264435	5316
1821	1004.215283	5316
1822	1004.215904	5316
1823	1004.274936	5316
1824	1004.078462	5316
1825	1004.135931	5316
1826	1004.012845	5316
1827	1004.006042	5316
1828	1003.974673	5316
1829	1003.996869	5316
1830	1003.945653	5316
1831	1003.826086	5316
1832	1003.773835	5316
1833	1003.742061	5316
1834	1003.747948	5316
1835	1003.738556	5316
1836	1003.735626	5316
1837	1003.763942	5316
1838	1003.807979	5316
1839	1003.780759	5316
1840	1003.566189	5316
1841	1003.503179	5316
1842	1003.547471	5316
1843	1003.496561	5316
1844	1003.533024	5316
1845	1003.469599	5316
1846	1003.381236	5316
1847	1003.233159	5316
1848	1003.194951	5316
1849	1003.191614	5316
1850	1003.044858	5316
1851	1002.97016	5316
1852	1002.970324	5316
1853	1002.86279	5316
1854	1002.834878	5316
1855	1002.780535	5316
1856	1002.842132	5316
1857	1002.900129	5316
1858	1002.791581	5316
1859	1002.836247	5316
1860	1002.728213	5316
1861	1002.823411	5316
1862	1002.807416	5316
1863	1002.824943	5316
1864	1002.641455	5316
1865	1002.681197	5316
1866	1002.678819	5316
1867	1002.659266	5316
1868	1002.460312	5316
1869	1002.377662	5316
1870	1002.318003	5316
1871	1002.286354	5316
1872	1002.203148	5316
1873	1002.210536	5316
1874	1002.21332	5316
1875	1002.196586	5316
1876	1002.33945	5316
1877	1002.31731	5316
1878	1002.363417	5316
1879	1002.37137	5316
1880	1002.353246	5316
1881	1002.335787	5316
1882	1002.378847	5316
1883	1002.364768	5316
1884	1002.358765	5316
1885	1002.297471	5316
1886	1002.272921	5316
1887	1002.239243	5316
1888	1002.244199	5316
1889	1002.214745	5316
1890	1002.2339	5316
1891	1002.100462	5316
1892	1001.993078	5316
1893	1002.026684	5316
1894	1001.93389	5316
1895	1001.916033	5316
1896	1001.789063	5316
1897	1001.831418	5316
1898	1001.739484	5316
1899	1001.709161	5316
1900	1001.67282	5316
1901	1001.637349	5316
1902	1001.644164	5316
1903	1001.583935	5316
1904	1001.440779	5316
1905	1001.343598	5316
1906	1001.418653	5316
1907	1001.458578	5316
1908	1001.437321	5316
1909	1001.321423	5316
1910	1001.254527	5316
1911	1001.217036	5316
1912	1001.192239	5316
1913	1001.165999	5316
1914	1001.110404	5316
1915	1001.119419	5316
1916	1001.07352	5316
1917	1001.050984	5316
1918	1000.985323	5316
1919	1000.901961	5316
1920	1000.759773	5316
1921	1000.680641	5316
1922	1000.646546	5316
1923	1000.546408	5316
1924	1000.621177	5316
1925	1000.497957	5316
1926	1000.479949	5316
1927	1000.4516	5316
1928	1000.453306	5316
1929	1000.38913	5316
1930	1000.19109	5316
1931	1000.18792	5316
1932	1000.194124	5316
1933	1000.176596	5316
1934	1000.237322	5316
1935	1000.168184	5316
1936	1000.136968	5316
1937	1000.153902	5316
1938	1000.062167	5316
1939	1000.019173	5316
1940	1000.030867	5316
1941	999.9469845	5316
1942	999.9156847	5316
1943	999.8800594	5316
1944	999.7912459	5316
1945	999.8324515	5316
1946	999.7872093	5316
1947	999.7337701	5316
1948	999.742732	5316
1949	999.6287911	5316
1950	999.696196	5316
1951	999.5922431	5316
1952	999.5482669	5316
1953	999.5806097	5316
1954	999.5683817	5316
1955	999.5228099	5316
1956	999.4916289	5316
1957	999.4491368	5316
1958	999.4341847	5316
1959	999.4090809	5316
1960	999.3404397	5316
1961	999.2034936	5316
1962	999.1714233	5316
1963	999.1811266	5316
1964	999.1861556	5316
1965	999.0994892	5316
1966	999.1205129	5316
1967	999.005603	5316
1968	998.9836945	5316
1969	999.0218527	5316
1970	998.9040953	5316
1971	998.7930465	5316
1972	998.7555164	5316
1973	998.7657426	5316
1974	998.7278864	5316
1975	998.56741	5316
1976	998.493154	5316
1977	998.4038905	5316
1978	998.4022067	5316
1979	998.3709247	5316
1980	998.3752481	5316
1981	998.3621004	5316
1982	998.4207068	5316
1983	998.2747499	5316
1984	998.2669298	5316
1985	998.0772674	5316
1986	998.0916183	5316
1987	998.0762828	5316
1988	997.9864417	5316
1989	997.9287378	5316
1990	997.8972298	5316
1991	997.893681	5316
1992	997.8825801	5316
1993	997.4695843	5316
